year,stage,origin,destination,origin_lat,origin_lon,destination_lat,destination_lon,winner,name,name_full,nationality,stage_wins,time_margin,time_overall
2016,13,Bourg-Saint-Andéol,La Caverne du Pont-d'Arc,44.3691869,4.647069,44.4060609,4.4313855, Dumoulin,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 2,Winning Margin: 0.07 hours,Overall Time: 89.08 hours
2016,14,Montélimar,Villars-les-Dombes,44.556944,4.749496,46.002114,5.029107, Cavendish,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 2,Winning Margin: 0.07 hours,Overall Time: 89.08 hours
2016,15,Bourg-en-Bresse,Culoz,46.20516749999999,5.2255007000000004,45.8476209,5.781229, Pantano,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 2,Winning Margin: 0.07 hours,Overall Time: 89.08 hours
2016,16,Moirans-en-Montagne,Bern,46.4308989,5.723853999999999,46.9479739,7.4474468, Sagan,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 2,Winning Margin: 0.07 hours,Overall Time: 89.08 hours
2016,17,Bern,Finhaut-Émosson,46.9479739,7.4474468,46.0831928,6.914189299999999, Zakarin,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 2,Winning Margin: 0.07 hours,Overall Time: 89.08 hours
2016,18,Sallanches,Megève,45.936661,6.630556899999999,45.856876,6.61775, Froome,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 2,Winning Margin: 0.07 hours,Overall Time: 89.08 hours
2016,19,Albertville,Saint Gervais-les-Bains,45.675535000000004,6.392726,45.892013,6.712187, Bardet,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 2,Winning Margin: 0.07 hours,Overall Time: 89.08 hours
2016,20,Megève,Morzine,45.856876,6.61775,46.179192,6.708877, Izagirre,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 2,Winning Margin: 0.07 hours,Overall Time: 89.08 hours
2016,21,Chantilly,Paris,49.19316,2.4687389,48.856614,2.3522219, Greipel,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 2,Winning Margin: 0.07 hours,Overall Time: 89.08 hours
2017,1,Düsseldorf,Düsseldorf,51.2277411,6.7734556,51.2277411,6.7734556, Thomas,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,2,Düsseldorf,Liège,51.2277411,6.7734556,50.6325574,5.5796662, Kittel,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,3,Verviers,Longwy,50.5910564,5.8655951,49.51991899999999,5.761773, Sagan,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,4,Mondorf-les-Bains,Vittel,49.5078241,6.2801403,48.2025406,5.943496499999999, Démare,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,5,Vittel,La Planche des Belles Filles,48.2025406,5.943496499999999,47.76715799999999,6.774210999999999, Aru,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,6,Vesoul,Troyes,47.61978800000001,6.15428,48.2973451,4.0744009, Kittel,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,7,Troyes,Nuits-Saint-Georges,48.2973451,4.0744009,47.137985,4.9503199, Kittel,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,8,Dole,Station des Rousses,53.5451841,10.0091485,46.48434,6.061806, Calmejane,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,9,Nantua,Chambéry,46.153405,5.607762,45.564601,5.917781, Urán,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,10,Périgueux,Bergerac,45.184029,0.7211149,44.853806,0.483392, Kittel,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,11,Eymet,Pau,44.668628,0.397723,43.2951,-0.370797, Kittel,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,12,Pau,Peyragudes,43.2951,-0.370797,42.7830502,0.4601674, Bardet,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,13,Saint-Girons,Foix,42.982876,1.146088,42.964127,1.605232, Barguil,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,14,Blagnac,Rodez,43.63508700000001,1.39703,44.349389,2.575986, Matthews,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,15,Laissac-Sévérac-l'Église,Le Puy-en-Velay,44.362405,2.846292,45.042768,3.882936, Mollema,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,16,Le Puy-en-Velay,Romans-sur-Isère,45.042768,3.882936,45.044236,5.052735, Matthews,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,17,La Mure,Serre Chevalier,44.906521,5.784528,44.946226,6.559388999999999, Roglič,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,18,Briançon,Col d'Izoard,44.899416,6.643179,44.81973199999999,6.734978, Barguil,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,19,Embrun,Salon-de-Provence,44.564164,6.495864999999999,43.640199,5.097022, Boasson Hagen,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,20,Marseille,Marseille,43.296482,5.36978,43.296482,5.36978, Bodnar,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
2017,21,Montgeron,Paris,48.703859,2.4604529,48.856614,2.3522219, Groenewegen,Chris Froome,Winner: Chris Froome (Great Britain), Great Britain,Stage Wins: 0,Winning Margin: 0.02 hours,Overall Time: 86.35 hours
